-0.477219, 5.79215, -1.18564, 1, 
-0.510226, 5.78539, -1.1849, 2, 
-0.545285, 5.79009, -1.18638, 3, 
-0.578005, 5.79086, -1.18712, 3, 
-0.612979, 5.79319, -1.18823, 4, 
-0.683109, 5.81503, -1.19379, 9, 
-0.716881, 5.80502, -1.19267, 10, 
-0.750808, 5.80469, -1.19342, 19, 
-0.783964, 5.79833, -1.19304, 26, 
-0.818908, 5.79746, -1.19379, 31, 
-0.85156, 5.79474, -1.19416, 35, 
-0.886229, 5.79153, -1.19453, 33, 
-0.918954, 5.78245, -1.19379, 33, 
-0.954211, 5.78271, -1.1949, 33, 
-0.987485, 5.7831, -1.19601, 35, 
-1.02281, 5.78295, -1.19712, 33, 
-1.05646, 5.7789, -1.19749, 35, 
-1.09118, 5.78044, -1.19897, 33, 
-1.12697, 5.78158, -1.20045, 33, 
-1.16102, 5.77885, -1.20119, 35, 
-1.19508, 5.77591, -1.20193, 35, 
-1.23098, 5.77641, -1.20341, 33, 
-1.26406, 5.77328, -1.20415, 33, 
-1.30045, 5.77527, -1.206, 31, 
-1.33414, 5.7696, -1.20637, 30, 
-1.36916, 5.76947, -1.20785, 31, 
-1.4043, 5.76506, -1.2086, 30, 
-1.43796, 5.75878, -1.20897, 31, 
-1.47208, 5.75421, -1.20971, 31, 
-1.50819, 5.75298, -1.21119, 31, 
-1.54132, 5.74827, -1.21193, 31, 
-1.57696, 5.7447, -1.21304, 30, 
-1.61215, 5.7431, -1.21452, 33, 
-1.64728, 5.73721, -1.21526, 31, 
-1.6793, 5.72792, -1.21526, 33, 
-1.71495, 5.7235, -1.21637, 31, 
-1.75019, 5.72104, -1.21785, 31, 
-1.78487, 5.7165, -1.21896, 30, 
-1.82354, 5.72079, -1.22192, 30, 
-1.8601, 5.7214, -1.22415, 30, 
-1.89426, 5.71433, -1.22489, 31, 
-1.92903, 5.70891, -1.226, 31, 
-1.96508, 5.70699, -1.22785, 31, 
-2.00476, 5.71192, -1.23118, 33, 
-2.03961, 5.70583, -1.23229, 33, 
-2.07446, 5.69953, -1.2334, 31, 
-2.11303, 5.70002, -1.23599, 31, 
-2.14968, 5.70101, -1.23859, 31, 
-2.18911, 5.70283, -1.24155, 30, 
-2.22478, 5.69745, -1.24303, 30, 
-2.25756, 5.68454, -1.24303, 28, 
-2.29935, 5.69109, -1.2471, 31, 
-2.33657, 5.68866, -1.24932, 30, 
-2.3746, 5.6878, -1.25191, 31, 
-2.41269, 5.6867, -1.25451, 33, 
-2.44851, 5.67993, -1.25599, 31, 
-2.48849, 5.6797, -1.25895, 30, 
-2.52675, 5.67784, -1.26154, 30, 
-2.55959, 5.66096, -1.26117, 28, 
-2.60346, 5.67337, -1.26672, 33, 
-2.64289, 5.67029, -1.26932, 33, 
-2.67803, 5.6603, -1.27043, 31, 
-2.72335, 5.67136, -1.27598, 31, 
-2.7604, 5.66217, -1.27746, 31, 
-2.79819, 5.65674, -1.27968, 30, 
-2.84032, 5.66211, -1.28413, 33, 
-2.8811, 5.65691, -1.28672, 33, 
-2.91716, 5.64947, -1.28857, 31, 
-2.95975, 5.64947, -1.29227, 31, 
-3.00146, 5.64968, -1.29597, 33, 
-3.04234, 5.64787, -1.29931, 33, 
-3.07764, 5.63543, -1.30042, 31, 
-3.12151, 5.63598, -1.30449, 28, 
-3.1645, 5.63676, -1.30856, 31, 
-3.21149, 5.64407, -1.31412, 33, 
-3.24689, 5.63059, -1.31523, 30, 
-3.29215, 5.63158, -1.31967, 28, 
-3.33154, 5.62436, -1.32226, 30, 
-3.375, 5.62362, -1.32634, 33, 
-3.41857, 5.62256, -1.33041, 31, 
-3.46218, 5.61891, -1.33411, 31, 
-3.50698, 5.61888, -1.33855, 31, 
-3.54873, 5.61354, -1.34189, 30, 
-3.59682, 5.61555, -1.34707, 30, 
-3.63668, 5.60857, -1.35003, 30, 
-3.68403, 5.61053, -1.35522, 30, 
-3.72694, 5.60102, -1.35818, 33, 
-3.77244, 5.60131, -1.36299, 28, 
-3.8178, 5.59668, -1.36706, 28, 
-3.86895, 5.60209, -1.37336, 26, 
-3.91032, 5.59489, -1.37669, 30, 
-3.73793, 5.28122, -1.30967, 4, 
-3.76691, 5.25575, -1.30893, 5, 
-3.79597, 5.23238, -1.30856, 5, 
-3.83069, 5.21677, -1.31004, 5, 
-4.19298, 5.57439, -1.40483, 24, 
-4.24385, 5.57287, -1.41038, 24, 
-4.29364, 5.56938, -1.41557, 24, 
-4.34402, 5.57011, -1.42149, 23, 
-4.39917, 5.57431, -1.42852, 19, 
-4.44566, 5.565, -1.4326, 8, 
-4.4495, 5.50645, -1.42445, 2, 
-31.3726, 38.3435, -9.42374, 10, 
-30.0024, 36.2538, -8.95574, 40, 
-30.3975, 36.3034, -9.01054, 12, 
-31.3743, 35.7377, -9.04942, 37, 
-31.6621, 35.6619, -9.0746, 36, 
-31.9205, 35.526, -9.08792, 35, 
-32.1232, 35.3401, -9.08755, 11, 
-32.4042, 35.227, -9.10755, 11, 
-32.6829, 35.1218, -9.12865, 11, 
-32.9708, 35.0245, -9.15235, 11, 
-13.6543, 14.3384, -3.82072, 4, 
-43.2836, 44.9155, -11.8415, 63, 
-43.6554, 44.7823, -11.8722, 63, 
-44.0092, 44.628, -11.8981, 63, 
-44.4016, 44.5102, -11.9344, 63, 
-44.7766, 44.3566, -11.964, 63, 
-45.1921, 44.2709, -12.0085, 63, 
-49.9333, 48.3212, -13.1807, 63, 
-50.8102, 48.6232, -13.3392, 63, 
-46.4019, 43.8955, -12.1236, 63, 
-46.7061, 43.6609, -12.1351, 63, 
-47.0665, 43.4926, -12.1632, 63, 
-47.457, 43.3494, -12.1992, 63, 
-47.9378, 43.2847, -12.258, 63, 
-51.293, 45.2368, -12.9745, 63, 
-49.1052, 42.807, -12.3628, 63, 
-49.476, 42.6162, -12.3921, 63, 
-49.8778, 42.4643, -12.4309, 63, 
-50.2811, 42.3256, -12.472, 63, 
